AVERAGE_YEAR,COUNTY,ELECTORAL_DIVISION,NUMBER_OF_HERDS,AVERAGE_NUMBER_CATTLE,AVERAGE_CATTLE_BEEF,AVERAGE_CATTLE_DAIRY,AVERAGE_CATTLE_AGE_0_3MTH,AVERAGE_CATTLE_AGE_3_6MTH,AVERAGE_CATTLE_AGE_6_12MTH,AVERAGE_CATTLE_AGE_12_18MTH,AVERAGE_CATTLE_AGE_18_24MTH,AVERAGE_CATTLE_AGE_24_36MTH,AVERAGE_CATTLE_AGE_36MTH_PLUS,,,,,,
2020,ROSCOMMON,CROGHAN,60,2324.75,1940.5,384.25,204.25,212.5,381.25,330,248,239.25,709.5,,,,,,
2020,ROSCOMMON,CROSSNA,36,606.25,580.75,25.5,64.75,73,79.25,45.75,38.25,42,263.25,,,,,,
2020,ROSCOMMON,CULLIAGH,15,919.25,571.75,347.5,76.25,84,154.25,129,127.25,111.25,237.25,,,,,,
2020,ROSCOMMON,DANESFORT,30,835.5,721,114.5,60.25,60.25,138.25,103.75,82.25,89.25,301.5,,,,,,
2020,ROSCOMMON,DRUMDAFF,63,2000.75,1960.25,40.5,181,189.75,323.75,262,244.5,266,533.75,,,,,,
2020,ROSCOMMON,DRUMLOSH,35,1341.75,1266.5,75.25,98.75,96.75,193,139,116.5,183.25,514.5,,,,,,
2020,ROSCOMMON,DUNAMON,48,1708,1539.5,168.5,139.75,146.25,325.5,232.75,176,187.25,500.5,,,,,,
2020,ROSCOMMON,DYSART,51,2479.5,2149,330.5,144,204.25,417.75,397.75,351,279.25,685.5,,,,,,
2020,ROSCOMMON,EDMONDSTOWN,63,1274.75,1265.25,9.5,124.25,123.75,202.75,127.75,94,117.75,484.5,,,,,,
2020,ROSCOMMON,ELIA,18,482,469,13,30.75,38,72,65,80.5,71.25,124.5,,,,,,
2020,ROSCOMMON,ELPHIN,45,1882,1771.75,110.25,133.5,156.25,328.25,321,254.25,240.5,448.25,,,,,,
2020,ROSCOMMON,ESTERSNOW,23,607,605.5,1.5,53.75,53,93.75,95.75,54.5,45.25,211,,,,,,
2020,ROSCOMMON,FAIRYMOUNT,55,1360.75,1341.25,19.5,113.75,113.5,244.75,227.25,154.75,127,379.75,,,,,,
2020,ROSCOMMON,FRENCHPARK,90,2369,2264.5,104.5,137.75,158,276.5,341.75,440.5,472,542.5,,,,,,
2020,ROSCOMMON,FUERTY,89,3648.5,2917.75,730.75,242.25,271,489,601.5,605.5,568.5,870.75,,,,,,
2020,ROSCOMMON,KEADEW,44,598.5,598.5,0,57.25,57,83.25,61.5,43.25,53.25,243,,,,,,
2020,ROSCOMMON,KILBRIDE NORTH,51,1990.5,1838.25,152.25,133.25,159.75,338.25,324,310.5,267.5,457.25,,,,,,
2020,ROSCOMMON,KILBRIDE SOUTH,54,2487.75,2256.5,231.25,170.25,202.5,449.5,500.75,343,335.5,486.25,,,,,,
2020,ROSCOMMON,KILBRYAN,38,674.25,665,9.25,45.25,52.25,133,113.25,77.25,62.75,190.5,,,,,,
2020,ROSCOMMON,KILCAR,44,1520.5,1311.5,209,73,85,260.25,293.5,242.25,180.75,385.75,,,,,,
2020,ROSCOMMON,KILCOLAGH,20,540.5,526,14.5,38.25,50.5,101.5,81.5,57,46,165.75,,,,,,
2020,ROSCOMMON,KILGEFIN,53,1367.25,1361.75,5.5,120,127,196.5,160.5,137.5,120.75,505,,,,,,
2020,ROSCOMMON,KILGLASS NORTH,39,905.75,858.25,47.5,89.75,85,155.75,119.75,69,66.5,320,,,,,,
2020,ROSCOMMON,KILGLASS SOUTH,51,1482,1381,101,122.5,117.25,226.5,212.75,146.25,156.75,500,,,,,,
2020,ROSCOMMON,KILLAVACKAN,24,837.5,792.5,45,72,73.25,136.5,111.25,72.75,65,306.75,,,,,,
2020,ROSCOMMON,KILLUKIN,75,2394,2308.25,85.75,162,161,356.5,347.5,328.75,353.5,684.75,,,,,,
2020,ROSCOMMON,KILLUMMOD,22,1075.25,990.5,84.75,85.75,95.25,179.25,124.25,92.5,93.25,405,,,,,,
2020,ROSCOMMON,KILMACUMSY,43,1279.25,1271.5,7.75,110.5,119.25,189.75,153.75,114.25,132.5,459.25,,,,,,
2020,ROSCOMMON,KILMORE,36,1325.5,1218,107.5,106.25,105,230.75,211.5,166.75,125.75,379.5,,,,,,
2020,ROSCOMMON,KILTEEVAN,48,1461.5,1445.75,15.75,132.5,145.25,251,192.25,151.5,125.5,463.5,,,,,,
2020,ROSCOMMON,KILTOOM,59,2742.75,2296.75,446,153.25,164.5,305.5,308.25,403.25,567.25,840.75,,,,,,
2020,ROSCOMMON,KILTULLAGH,118,4592.5,3901.75,690.75,371.75,395.75,775.5,689.5,566.5,448.75,1344.75,,,,,,
2020,ROSCOMMON,LACKAN,50,2234.75,2016.75,218,149.25,184.75,382.25,347.75,304.75,301.5,564.5,,,,,,
2020,ROSCOMMON,LECARROW,47,1209.25,963.25,246,94,94,187.75,211.5,192.5,136,293.5,,,,,,
2020,ROSCOMMON,LISGARVE,38,1947,1825,122,148.5,150.5,324.5,283,219.75,239.5,581.25,,,,,,
2020,ROSCOMMON,LISMAHA,52,1855.75,1684.75,171,140,154,327.5,263.75,170.25,199.5,600.75,,,,,,
2020,ROSCOMMON,LISSONUFFY,45,1545.25,1523.75,21.5,100.75,120.5,298,255,205.75,178.25,387,,,,,,
2020,ROSCOMMON,LOUGH ALLEN,36,403,399,4,45.5,46,52.25,26,23.5,39,170.75,,,,,,
2020,ROSCOMMON,LOUGHGLINN,79,2405.25,2383.75,21.5,180.25,198.25,427,399.75,278.75,236.5,684.75,,,,,,
2020,ROSCOMMON,MANTUA,29,1124.75,999,125.75,68.25,74.75,188,233.75,166.75,114.75,278.5,,,,,,
2020,ROSCOMMON,MOORE,49,2305.25,2269.5,35.75,176.75,193.5,339.75,323,365.75,389.5,517,,,,,,
2020,ROSCOMMON,MOTE,80,2503,2116,387,171,181.75,406,438.75,333.75,303.75,668,,,,,,
2020,ROSCOMMON,OAK PORT,29,789.5,789.25,0.25,71.25,72,99.5,76.5,82.5,88.25,299.5,,,,,,
2020,ROSCOMMON,OGULLA,46,2219,2027.75,191.25,102.75,124.5,306.5,399,434,383,469.25,,,,,,
2020,ROSCOMMON,ROCKHILL,45,1562.5,1195.25,367.25,122.75,98.5,233.25,202,170.5,201,534.5,,,,,,
2020,ROSCOMMON,ROCKINGHAM,51,1619.5,1454.25,165.25,132.75,127,243,218.25,171.75,182.75,544,,,,,,
2020,ROSCOMMON,ROOSKY,35,1099.25,1002,97.25,82,86.25,203,179.25,142.25,98,308.5,,,,,,
2020,ROSCOMMON,ROSCOMMON,102,3958.75,3188.25,770.5,254,222.75,612.5,661.75,639.25,581,987.5,,,,,,
2020,ROSCOMMON,ROSCOMMON DED < 5 HERDS,4,8,8,0,0,0,0,0,0,0,8,,,,,,
2020,ROSCOMMON,ROSMOYLAN,41,1752.5,1311.75,440.75,161.75,128.5,302.75,239,125,157.75,637.75,,,,,,
2020,ROSCOMMON,ROSSMORE,36,1855,1650,205,131.25,135,342,322.5,177,167,580.25,,,,,,
2020,ROSCOMMON,RUSHFIELD,59,2045.25,1627.25,418,149,158.25,351,269.25,215,284.5,618.25,,,,,,
2020,ROSCOMMON,SCREGG,57,2011.25,1766.25,245,155.75,163.25,276.25,302.5,271.25,207.25,635,,,,,,
2020,ROSCOMMON,STROKESTOWN,45,1927.5,1355.75,571.75,131.5,124.25,280.75,256.5,230.75,274.25,629.5,,,,,,
2020,ROSCOMMON,TAGHBOY,52,1707.5,1466,241.5,130.25,130,296.25,258,234.75,203.25,455,,,,,,
2020,ROSCOMMON,TAGHMACONNELL,38,1234.25,1227.5,6.75,93.75,97.75,204.25,168.75,156.25,132,381.5,,,,,,
2020,ROSCOMMON,TERMONBARRY,41,1339.75,1234.75,105,94.5,107.5,234,222.25,197.5,174.25,309.75,,,,,,
2020,ROSCOMMON,THOMASTOWN,73,2460.75,2329.75,131,171.25,184,381.25,369.25,381.5,326.75,646.75,,,,,,
2020,ROSCOMMON,TIVANNAGH,35,895.5,841,54.5,85.5,86.5,145.5,102.25,76,56,343.75,,,,,,
2020,ROSCOMMON,TULSK,53,2694.5,1784,910.5,166.5,134.75,333,450.75,406.25,423.5,779.75,,,,,,
2020,ROSCOMMON,TUMNA NORTH,28,540.25,540.25,0,42,41.5,92.25,76.5,43.75,46.75,197.5,,,,,,
2020,ROSCOMMON,TUMNA SOUTH,27,602.75,520.5,82.25,67,71.25,114,53.75,42,46,208.75,,,,,,
2020,ROSCOMMON,TURROCK,49,2594.5,2283.75,310.75,171.25,194,446.25,420.75,375.75,282,704.5,,,,,,
2020,SLIGO,ACHONRY EAST,61,1172,1143.25,28.75,106.75,110.25,195.5,140.75,100,125.5,393.25,,,,,,
2020,SLIGO,ACHONRY WEST,95,2463.25,2247.25,216,228.5,227.25,380.75,241,192.75,217.5,975.5,,,,,,
2020,SLIGO,ACLARE,46,828.5,825,3.5,83.5,73.75,129,79,58.5,84.5,320.25,,,,,,
2020,SLIGO,AGHANAGH,31,782.5,740,42.5,74.75,79.5,137.25,69.75,56.25,64.25,300.75,,,,,,
2020,SLIGO,ANNAGH,26,801.5,563.75,237.75,61.75,58.5,124.25,114.75,88.5,61,292.75,,,,,,
2020,SLIGO,AUGHRIS,29,1851.25,687.75,1163.5,113.5,86,217.5,268,252,215.5,698.75,,,,,,
2020,SLIGO,BALLINTOGHER EAST,53,811,806.5,4.5,82.75,87.25,121.75,57,49.25,88,325,,,,,,
2020,SLIGO,BALLINTOGHER WEST,48,792.5,774.5,18,62.25,65.25,144.75,138.5,78,85.75,218,,,,,,
2020,SLIGO,BALLYMOTE,79,1959.5,1669,290.5,152,134.5,297,306,213.75,261.25,595,,,,,,
2020,SLIGO,BALLYNAKILL,51,1042.25,1036.75,5.5,86.25,99.25,168.75,119.25,80.5,108,380.25,,,,,,
2020,SLIGO,BALLYNASHEE,38,569,567.25,1.75,50.5,53.5,82.5,38,25.5,38.75,280.25,,,,,,
2020,SLIGO,BALLYSADARE EAST,28,667.25,637.5,29.75,59.5,64.75,98,69.5,42.75,76.5,256.25,,,,,,
2020,SLIGO,BALLYSADARE WEST,35,543.75,437,106.75,45.5,44.25,100.5,79.75,46.25,55.5,172,,,,,,
2020,SLIGO,BANADA,95,2015.5,1836.75,178.75,171.5,194.75,349.5,244,155.75,189,711,,,,,,
2020,SLIGO,BRANCHFIELD,13,296.25,284.25,12,30.5,28.5,41.5,40.75,36.25,28,90.75,,,,,,
2020,SLIGO,BREENCORRAGH,30,516.75,373.5,143.25,48.75,46,88.5,44.75,30.75,50.25,207.75,,,,,,
2020,SLIGO,BRICKLIEVE,45,1720.25,1627.75,92.5,153.5,159.5,258.75,198.25,144,158.25,648,,,,,,
2020,SLIGO,BUNCROWEY,44,768.5,722.5,46,61.25,62.75,128.5,103.5,99.5,101.5,211.5,,,,,,
2020,SLIGO,CALRY,93,1459.25,1123.5,335.75,135.75,156.75,261.75,137.25,82.75,127.75,557.25,,,,,,
2020,SLIGO,CARNEY,45,670,670,0,70.5,69.5,102,54.25,36.5,51.75,285.5,,,,,,
2020,SLIGO,CARRICKBANAGHER,81,2920,2618,302,260.25,255.5,478.25,429.25,252,297.25,947.5,,,,,,
2020,SLIGO,CARROWNASKEAGH,24,494.75,491.25,3.5,45,47.75,71.75,39.25,28,50.75,212.25,,,,,,
2020,SLIGO,CARTRON,37,1011.25,841.75,169.5,78.5,80,165,117.5,94.25,104.75,371.25,,,,,,
2020,SLIGO,CASTLECONOR EAST,47,1257.25,1114,143.25,107.75,114.75,203.5,170,111.5,117.75,432,,,,,,
2020,SLIGO,CASTLECONOR WEST,119,5176.75,3983.25,1193.5,362.25,393.75,770.5,660.5,646.75,760.5,1582.5,,,,,,
2020,SLIGO,CLIFFONY NORTH,42,721.5,721.25,0.25,73.5,73,118.75,68,38.5,52,297.75,,,,,,
2020,SLIGO,CLIFFONY SOUTH,52,1092.5,1078,14.5,101,97.75,179.5,107.25,90.25,111.5,405.25,,,,,,
2020,SLIGO,CLOONACOOL,37,539.25,436.5,102.75,48.75,49.25,81.75,64.5,47.5,35,212.5,,,,,,
2020,SLIGO,CLOONOGHILL,54,2192,1858,334,177.5,164.5,360.5,298.25,209.25,217.25,764.75,,,,,,
2020,SLIGO,COLLOONEY,48,1298.25,1231.25,67,98.75,109.25,189,172.25,147.5,144,437.5,,,,,,
2020,SLIGO,COOLANEY,39,584.5,582.75,1.75,52,56.5,89.25,68,54.5,50.25,214,,,,,,
2020,SLIGO,COOLAVIN,70,1650.25,1641.5,8.75,119,134,344,254,152.5,140.25,506.5,,,,,,
2020,SLIGO,CUILMORE,75,2435.5,2322.25,113.25,214.5,229,420.75,292.75,186.5,193.25,898.75,,,,,,
2020,SLIGO,DROMARD EAST,37,1115.5,1113,2.5,95,100,156.25,124.25,133.5,150.5,356,,,,,,
2020,SLIGO,DROMARD WEST,40,947.75,910.75,37,54,53.5,116,193.5,172.5,142.25,216,,,,,,
2020,SLIGO,DROMORE,48,1296,1012.75,283.25,71,81,236,203.5,163.75,214,326.75,,,,,,
2020,SLIGO,DRUMCLIFF EAST,34,607.75,542.5,65.25,47.5,48.25,94.75,75.5,76.5,57.25,208,,,,,,
2020,SLIGO,DRUMCLIFF WEST,31,846.75,843.5,3.25,65.75,66.5,118.5,85.5,62.75,88,359.75,,,,,,
2020,SLIGO,DRUMCOLUMB,61,1301.5,1211.75,89.75,132.25,136.5,178.25,92.25,78.75,111.25,572.25,,,,,,
2020,SLIGO,DRUMFIN,50,1566.5,1388,178.5,125.75,122,270.75,215.25,134,137.75,561,,,,,,
2020,SLIGO,DRUMRAT,67,1507.75,1446,61.75,118,122.25,249,236.25,162,154.5,465.75,,,,,,
2020,SLIGO,EASKY EAST,65,2769.75,1768.5,1001.25,205,198.75,387.25,312.5,280.25,374,1012,,,,,,
2020,SLIGO,EASKY WEST,116,3820.5,2989.75,830.75,316.25,319.75,633,510.25,429.75,411,1200.5,,,,,,
2020,SLIGO,GLENCAR,35,220,212.5,7.5,16.75,18.75,32.75,27.5,28.25,24.25,71.75,,,,,,
2020,SLIGO,GLENDARRAGH,39,284,282.75,1.25,29.25,29.5,44.5,27,16.75,18.25,118.75,,,,,,
2020,SLIGO,KILFREE,49,1009.25,981.5,27.75,91.25,110.25,190.75,138.75,82.25,76.75,319.25,,,,,,
2020,SLIGO,KILGLASS,69,3460.25,2415,1045.25,249.5,242.25,522.5,565.5,477.25,401.75,1001.5,,,,,,
2020,SLIGO,KILLADOON,57,1195.5,1193,2.5,105,111.25,194.5,119.5,87.5,128.5,449.25,,,,,,
2020,SLIGO,KILLARAGHT,82,2378.5,2233.25,145.25,212,208.75,418,286.25,145.75,205.5,902.25,,,,,,
2020,SLIGO,KILMACOWEN,85,2749,2172.25,576.75,214.75,217.25,439,441.75,361,305.75,769.5,,,,,,
2020,SLIGO,KILMACTEIGE,40,593.5,589,4.5,52.75,59,105.75,68.25,49.25,60.25,198.25,,,,,,
2020,SLIGO,KILMACTRANNY,80,1719,1658.75,60.25,161.5,157,276,201.25,122.75,140.75,659.75,,,,,,
2020,SLIGO,KILSHALVY,54,1767.25,1383,384.25,161.5,162.75,294.75,197.75,126,160.5,664,,,,,,
2020,SLIGO,KILTURRA,36,1616.5,1398.75,217.75,121,122.75,300.5,289.75,191.5,115.25,475.75,,,,,,
2020,SLIGO,KNOCKAREE,50,1248.75,1119.5,129.25,90,90.5,181.75,183.25,140.25,145.75,417.25,,,,,,
2020,SLIGO,LAKEVIEW,44,751,749,2,68.75,69.75,105.5,80.5,51,73.75,301.75,,,,,,
2020,SLIGO,LEITRIM,66,2001.75,1822.25,179.5,138,138.5,332.25,299.75,258.25,274.25,560.75,,,,,,
2020,SLIGO,LISCONNY,43,1289.25,1113.25,176,111.75,122.75,238.5,156.25,131.75,142,386.25,,,,,,
2020,SLIGO,LISSADILL EAST,45,1527.25,1034.25,493,137,123.25,215.75,126,101.5,168.5,655.25,,,,,,
2020,SLIGO,LISSADILL NORTH,77,1445,1279,166,120.25,124.25,213.75,166,136.5,183,501.25,,,,,,
2020,SLIGO,LISSADILL WEST,49,2796.25,2239.25,557,222,224.25,420,280.5,308,379,962.5,,,,,,
2020,SLIGO,LOUGHIL,16,170.75,114,56.75,12.75,23.75,39.25,27.75,8,3.75,55.5,,,,,,
2020,SLIGO,MULLAGHERUSE,15,168.75,168.75,0,15,16.25,23.5,18,10,11,75,,,,,,
2020,SLIGO,OWENMORE,29,779.75,730.75,49,65.75,67,125.5,120.5,67.25,55,278.75,,,,,,
2020,SLIGO,RATHMACURKEY,107,2531.25,2268.5,262.75,212.5,214,399.25,377.25,269.5,278.5,780.25,,,,,,
2020,SLIGO,RIVERSTOWN,70,1695.25,1460.25,235,139.5,150,281.25,182.75,140.75,184.5,616.5,,,,,,
2020,SLIGO,ROSSINVER EAST,50,339.25,338.75,0.5,38.25,38.75,43.75,19,11.75,17.75,170,,,,,,
2020,SLIGO,ROSSINVER WEST,45,554.25,489.5,64.75,47.75,56.75,111.5,69,34.5,34,200.75,,,,,,
2020,SLIGO,SHANCOUGH,25,527.75,527.25,0.5,57.75,59,76.25,37.75,23.5,33.5,240,,,,,,
2020,SLIGO,SKREEN,25,1011.25,956.5,54.75,72.25,73,150.5,147.75,108.75,140.75,318.25,,,,,,
2020,SLIGO,STREAMSTOWN,55,1925.25,1792.25,133,140.75,143.25,312.5,291.5,209,205,623.25,,,,,,
2020,SLIGO,TEMPLE,23,591.75,533.25,58.5,43.5,43,87,85.5,75.75,70,187,,,,,,
2020,SLIGO,TEMPLEBOY NORTH,42,1703.25,1270.5,432.75,151.75,140,245.75,239.75,192.25,184.5,549.25,,,,,,
2020,SLIGO,TEMPLEBOY SOUTH,32,724,591.75,132.25,37.25,35.75,62.25,73,162.5,190,163.25,,,,,,
2020,SLIGO,TEMPLEVANNY,57,1286,1228,58,100.5,97.5,217.25,177,136,142.25,415.5,,,,,,
2020,SLIGO,TOBERCURRY,100,2898,2216.75,681.25,240.75,246.5,458.25,374.5,279,290,1009,,,,,,
2020,SLIGO,TOBERPATRICK EAST,28,902,839.75,62.25,70,76,138.75,138.25,105.75,105,268.25,,,,,,
2020,SLIGO,TOBERPATRICK WEST,32,1337.25,723.25,614,99.5,119.5,231,199.75,142.75,130.25,414.5,,,,,,
2020,SLIGO,TOOMOUR,46,1168.5,1065,103.5,107.75,100.75,170.75,139,112.25,106.75,431.25,,,,,,
2020,TIPPERARY,ABINGTON,55,1997,1648.75,348.25,165,175.25,355.75,256.5,158.5,166.75,719.25,,,,,,
2020,TIPPERARY,AGHNAMEADLE,49,4336.25,2825.5,1510.75,311.25,346,747.25,784,543,587.75,1017,,,,,,
2020,TIPPERARY,AGLISHCLOGHAN,40,4749.25,2617.25,2132,275.75,289.25,553.75,617.75,935.5,1106.25,971,,,,,,
2020,TIPPERARY,ANNER,39,4560,2159,2401,407,390.75,704,557.75,417.75,438,1644.75,,,,,,
2020,TIPPERARY,ARDCRONY,34,5482,2212.25,3269.75,427.5,418.5,830.25,748,664.5,857.25,1536,,,,,,
2020,TIPPERARY,ARDFINNAN,59,5527.5,2176.5,3351,453.25,413.75,761.75,705.5,611,625.5,1956.75,,,,,,
2020,TIPPERARY,ARDMAYLE,35,5336.25,1819.5,3516.75,471.75,462.25,970,720,472.25,504.75,1735.25,,,,,,
2020,TIPPERARY,ARDSALLAGH,45,5087,2953,2134,293.75,313,746.5,981,1033.25,732,987.5,,,,,,
2020,TIPPERARY,BALLINA,48,3874.75,1940.5,1934.25,314.5,265.5,558,489,397,465,1385.75,,,,,,
2020,TIPPERARY,BALLINGARRY,98,14876.25,7486.5,7389.75,1331,1266.75,2693.5,2377.25,1818,1532.25,3857.5,,,,,,
2020,TIPPERARY,BALLYBACON,27,2133,899,1234,186.5,174.75,322,314.75,208.75,200.75,725.5,,,,,,
2020,TIPPERARY,BALLYCAHILL,58,4454.75,2557.75,1897,354,386.75,792.75,776.5,604,395.5,1145.25,,,,,,
2020,TIPPERARY,BALLYCARRON,24,3728,1204.25,2523.75,397.25,430.75,757,421.5,334.25,404.75,982.5,,,,,,
2020,TIPPERARY,BALLYCLERAHAN,27,2819.5,1404.25,1415.25,210.75,230.5,469.75,407.25,373.5,398.25,729.5,,,,,,
2020,TIPPERARY,BALLYGIBBON,51,5353.5,2440,2913.5,429.25,455.75,898.75,915.5,715.75,599.75,1338.75,,,,,,
2020,TIPPERARY,BALLYGRIFFIN,20,2928.75,970,1958.75,217.75,191.25,401.5,385.5,325,394.5,1013.25,,,,,,
2020,TIPPERARY,BALLYKISTEEN,35,2597,970.5,1626.5,213.75,167.25,312.25,256.5,278.25,349,1020,,,,,,
2020,TIPPERARY,BALLYLUSKY,30,4303,1490.25,2812.75,326.75,294.25,602,565.5,522,515,1477.5,,,,,,
2020,TIPPERARY,BALLYMACKEY,50,6248.5,2844.5,3404,446,449.75,923.75,926.75,989.5,833.25,1679.5,,,,,,
2020,TIPPERARY,BALLYMURREEN,6,1287.5,353,934.5,87.5,86.5,170.75,124,182,225.5,411.25,,,,,,
2020,TIPPERARY,BALLYNACLOGH,44,3393.5,2002.25,1391.25,220,229.5,474.25,471.5,479.25,514.25,1004.75,,,,,,
2020,TIPPERARY,BALLYPHILIP,37,3271,1515.75,1755.25,245.25,235,482.5,428.75,433.75,483.5,962.25,,,,,,
2020,TIPPERARY,BALLYPOREEN,75,6404.75,2196.5,4208.25,542.25,485.25,959.5,876.5,702.5,675.75,2163,,,,,,
2020,TIPPERARY,BALLYSHEEHAN,38,3129.25,1284.5,1844.75,224.25,246.25,485.5,529.75,524,418.25,701.25,,,,,,
2020,TIPPERARY,BANSHA,42,3189.5,1412.5,1777,299,273.75,497.25,352.75,249,315.75,1202,,,,,,
2020,TIPPERARY,BIRDHILL,52,2781.75,2206.75,575,190,215,484,499,414.25,301.75,677.75,,,,,,
2020,TIPPERARY,BORRISNAFARNEY,43,4266.5,2081.75,2184.75,380,390.5,773,605.5,392.25,437.5,1287.75,,,,,,
2020,TIPPERARY,BORRISNOE,15,1358.75,695.5,663.25,64.5,77,159.5,145.5,125,109.75,677.5,,,,,,
2020,TIPPERARY,BORRISOKANE,43,5007.25,2072.5,2934.75,397.75,399,820.25,682.75,572.5,541,1594,,,,,,
2020,TIPPERARY,BORRISOLEIGH,56,4002,2064.25,1937.75,329.25,335.75,661.75,515.25,515,602.5,1042.5,,,,,,
2020,TIPPERARY,BOURNEY EAST,105,8611,4913,3698,655.75,667,1438,1449.25,1153.25,947.25,2300.5,,,,,,
2020,TIPPERARY,BRUIS,25,2538,730,1808,198.75,150.75,261,222,203.75,396.75,1105,,,,,,
2020,TIPPERARY,BUOLICK,35,4275.25,1851,2424.25,316.75,343,669,521.25,373.75,506.25,1545.25,,,,,,
2020,TIPPERARY,BURGESBEG,36,2924.75,1296.5,1628.25,224.75,195,428,463.25,365.25,370,878.5,,,,,,
2020,TIPPERARY,BURNCOURT,49,4179.25,1008.75,3170.5,412.25,312.5,486.75,415.25,390.5,508.75,1653.25,,,,,,
2020,TIPPERARY,CAHER,18,1944,1102.25,841.75,137.5,144,225.75,221,256.75,413,546,,,,,,
2020,TIPPERARY,CAPPAGH,46,2907.5,1874.25,1033.25,201.25,200.5,403.75,331.5,443.5,347.25,979.75,,,,,,
2020,TIPPERARY,CARRICK-ON-SUIR,33,3972.5,1594.75,2377.75,306.5,293,563.25,528.25,443.5,551,1287,,,,,,
2020,TIPPERARY,CARRIGATOGHER,53,5629.5,1780.75,3848.75,489.25,450,858.5,599.25,441.75,685.5,2105.25,,,,,,
2020,TIPPERARY,CARRIGEEN,25,3747,1379.5,2367.5,298.5,293.25,562.5,542.25,425.5,384.5,1240.5,,,,,,
2020,TIPPERARY,CASHEL,67,8370.5,3440,4930.5,523.25,550.5,1097.75,1194.25,1258.75,1458.5,2287.5,,,,,,
2020,TIPPERARY,CASTLETOWN,67,5671.5,2030.25,3641.25,481.75,466.25,854.75,593,506.25,646.75,2122.75,,,,,,
2020,TIPPERARY,CLOGHEEN,62,5279,2056.75,3222.25,367.5,374.5,748.5,712,679.75,784.75,1612,,,,,,
2020,TIPPERARY,CLOGHER,32,1540.5,1215.25,325.25,99.75,123.25,265,271.25,213.75,188.5,379,,,,,,
2020,TIPPERARY,CLOGHJORDAN,60,7379.75,3615.5,3764.25,540,556.5,1169.5,1202.75,1126.5,788,1996.5,,,,,,
2020,TIPPERARY,CLOGHPRIOR,25,2943.75,900.25,2043.5,232.75,220.75,424.5,397,324.25,343,1001.5,,,,,,
2020,TIPPERARY,CLOHASKIN,17,2067.25,1272.25,795,110,128,274.75,330.25,390,353.25,481,,,,,,
2020,TIPPERARY,CLONBEG,78,4847.25,2919.25,1928,479,516,938.75,660.5,322,418.75,1512.25,,,,,,
2020,TIPPERARY,CLONEEN,36,3306,866.75,2439.25,294.75,297.25,576.25,513.5,397.25,416.25,810.75,,,,,,
2020,TIPPERARY,CLONMEL,26,3343.75,1587.5,1756.25,213.5,230.5,451,518.5,460.75,390.75,1078.75,,,,,,
2020,TIPPERARY,CLONOULTY WEST,95,8309.5,4155.5,4154,656.25,675.75,1294,1145.25,779.75,819.5,2939,,,,,,
2020,TIPPERARY,COLMAN,23,1878.25,833.75,1044.5,140.75,154.75,319.5,326.25,261,217,459,,,,,,
2020,TIPPERARY,COOLAGARRANROE,62,3294,2009,1285,268,277.25,561,487.75,316.75,353,1030.25,,,,,,
2020,TIPPERARY,COOLEAGH,40,3214.25,1581.25,1633,222.25,267,547,558.5,459,341.25,819.25,,,,,,
2020,TIPPERARY,CROHANE,29,3307.75,1816.75,1491,246,290.75,554.25,516,487.5,322,891.25,,,,,,
2020,TIPPERARY,CULLEN,27,2177.75,1067.25,1110.5,194,183.5,321.25,245,202.25,223,808.75,,,,,,
2020,TIPPERARY,CURRAHEEN,41,2708.75,1686,1022.75,199.75,208,437,445.75,418.25,221.5,778.5,,,,,,
2020,TIPPERARY,DERRYCASTLE,17,1690.5,788.25,902.25,158.25,154,293.5,194.5,157.5,151.5,581.25,,,,,,
2020,TIPPERARY,DERRYGRATH,39,4648.75,1757.75,2891,349,356,764.25,716.25,674.25,592.5,1196.5,,,,,,
2020,TIPPERARY,DOLLA,40,3197.25,2339.25,858,273.25,299.75,551,422.5,279.25,324.25,1047.25,,,,,,
2020,TIPPERARY,DONOHILL,71,4846,2274.25,2571.75,412,388.5,670.75,573.5,507.25,535.5,1758.5,,,,,,
2020,TIPPERARY,DRANGAN,43,7053,2562.5,4490.5,600.75,610.5,1196.5,992,801.5,722.75,2129,,,,,,
2020,TIPPERARY,DROM,61,6038.25,3846.5,2191.75,426.75,472.5,1128.25,1183.25,894.25,564.25,1369,,,,,,
2020,TIPPERARY,DRUMWOOD,47,3600.25,1576.5,2023.75,306.75,276.75,553.25,503.25,404.75,354.25,1201.25,,,,,,
2020,TIPPERARY,EMLY,53,3747.5,1865,1882.5,315.75,306.75,530.75,458.25,430.25,438.5,1267.25,,,,,,
2020,TIPPERARY,FARRANRORY,38,4448.75,2939.75,1509,350,373.75,726.25,689.75,514.75,541,1253.25,,,,,,
2020,TIPPERARY,FENNOR,35,4678.25,2050.75,2627.5,334.25,289.75,700,677.75,718.25,619.25,1339,,,,,,
2020,TIPPERARY,FINNOE,19,3035.75,1521.5,1514.25,202.5,187.75,410.5,397.75,553.25,554.25,729.75,,,,,,
2020,TIPPERARY,FOILNAMAN,48,3008.25,2059,949.25,282,290,563,400.5,236,206.75,1030,,,,,,
2020,TIPPERARY,GAILE,27,3347.75,1124.75,2223,278,226.5,458.75,420,286,370.5,1308,,,,,,
2020,TIPPERARY,GARRANGIBBON,52,4277.25,2190.75,2086.5,399.75,356,602,476.75,367,486.5,1589.25,,,,,,
