STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,199308,1993 August,12,Whole Milk,Million Litres,36.6
AKM02,Milk Sales (Dairy) for Human Consumption,199308,1993 August,13,Skimmed and Semi-skimmed milk,Million Litres,6.6
AKM02,Milk Sales (Dairy) for Human Consumption,199308,1993 August,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,199308,1993 August,15,Semi-skimmed milk,Million Litres,6.1
AKM02,Milk Sales (Dairy) for Human Consumption,199309,1993 September,1,All Milk,Million Litres,46
AKM02,Milk Sales (Dairy) for Human Consumption,199309,1993 September,12,Whole Milk,Million Litres,38.8
AKM02,Milk Sales (Dairy) for Human Consumption,199309,1993 September,13,Skimmed and Semi-skimmed milk,Million Litres,7.2
AKM02,Milk Sales (Dairy) for Human Consumption,199309,1993 September,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199309,1993 September,15,Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199310,1993 October,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,199310,1993 October,12,Whole Milk,Million Litres,36.7
AKM02,Milk Sales (Dairy) for Human Consumption,199310,1993 October,13,Skimmed and Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199310,1993 October,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,199310,1993 October,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199311,1993 November,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,199311,1993 November,12,Whole Milk,Million Litres,36.6
AKM02,Milk Sales (Dairy) for Human Consumption,199311,1993 November,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199311,1993 November,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199311,1993 November,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199312,1993 December,1,All Milk,Million Litres,46.4
AKM02,Milk Sales (Dairy) for Human Consumption,199312,1993 December,12,Whole Milk,Million Litres,39.2
AKM02,Milk Sales (Dairy) for Human Consumption,199312,1993 December,13,Skimmed and Semi-skimmed milk,Million Litres,7.2
AKM02,Milk Sales (Dairy) for Human Consumption,199312,1993 December,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199312,1993 December,15,Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199401,1994 January,1,All Milk,Million Litres,42.9
AKM02,Milk Sales (Dairy) for Human Consumption,199401,1994 January,12,Whole Milk,Million Litres,36.2
AKM02,Milk Sales (Dairy) for Human Consumption,199401,1994 January,13,Skimmed and Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199401,1994 January,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,199401,1994 January,15,Semi-skimmed milk,Million Litres,6.2
AKM02,Milk Sales (Dairy) for Human Consumption,199402,1994 February,1,All Milk,Million Litres,41
AKM02,Milk Sales (Dairy) for Human Consumption,199402,1994 February,12,Whole Milk,Million Litres,34.5
AKM02,Milk Sales (Dairy) for Human Consumption,199402,1994 February,13,Skimmed and Semi-skimmed milk,Million Litres,6.6
AKM02,Milk Sales (Dairy) for Human Consumption,199402,1994 February,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,199402,1994 February,15,Semi-skimmed milk,Million Litres,6
AKM02,Milk Sales (Dairy) for Human Consumption,199403,1994 March,1,All Milk,Million Litres,47
AKM02,Milk Sales (Dairy) for Human Consumption,199403,1994 March,12,Whole Milk,Million Litres,39.5
AKM02,Milk Sales (Dairy) for Human Consumption,199403,1994 March,13,Skimmed and Semi-skimmed milk,Million Litres,7.5
AKM02,Milk Sales (Dairy) for Human Consumption,199403,1994 March,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199403,1994 March,15,Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199404,1994 April,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,199404,1994 April,12,Whole Milk,Million Litres,36.5
AKM02,Milk Sales (Dairy) for Human Consumption,199404,1994 April,13,Skimmed and Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199404,1994 April,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199404,1994 April,15,Semi-skimmed milk,Million Litres,6.1
AKM02,Milk Sales (Dairy) for Human Consumption,199405,1994 May,1,All Milk,Million Litres,43.4
AKM02,Milk Sales (Dairy) for Human Consumption,199405,1994 May,12,Whole Milk,Million Litres,36.5
AKM02,Milk Sales (Dairy) for Human Consumption,199405,1994 May,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199405,1994 May,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199405,1994 May,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199406,1994 June,1,All Milk,Million Litres,44.9
AKM02,Milk Sales (Dairy) for Human Consumption,199406,1994 June,12,Whole Milk,Million Litres,37.9
AKM02,Milk Sales (Dairy) for Human Consumption,199406,1994 June,13,Skimmed and Semi-skimmed milk,Million Litres,7
AKM02,Milk Sales (Dairy) for Human Consumption,199406,1994 June,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199406,1994 June,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199407,1994 July,1,All Milk,Million Litres,43.7
AKM02,Milk Sales (Dairy) for Human Consumption,199407,1994 July,12,Whole Milk,Million Litres,36.9
AKM02,Milk Sales (Dairy) for Human Consumption,199407,1994 July,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199407,1994 July,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199407,1994 July,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199408,1994 August,1,All Milk,Million Litres,44
AKM02,Milk Sales (Dairy) for Human Consumption,199408,1994 August,12,Whole Milk,Million Litres,37.1
AKM02,Milk Sales (Dairy) for Human Consumption,199408,1994 August,13,Skimmed and Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199408,1994 August,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199408,1994 August,15,Semi-skimmed milk,Million Litres,6.2
AKM02,Milk Sales (Dairy) for Human Consumption,199409,1994 September,1,All Milk,Million Litres,46.4
AKM02,Milk Sales (Dairy) for Human Consumption,199409,1994 September,12,Whole Milk,Million Litres,39
AKM02,Milk Sales (Dairy) for Human Consumption,199409,1994 September,13,Skimmed and Semi-skimmed milk,Million Litres,7.4
AKM02,Milk Sales (Dairy) for Human Consumption,199409,1994 September,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199409,1994 September,15,Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199410,1994 October,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,199410,1994 October,12,Whole Milk,Million Litres,36.8
AKM02,Milk Sales (Dairy) for Human Consumption,199410,1994 October,13,Skimmed and Semi-skimmed milk,Million Litres,7.1
AKM02,Milk Sales (Dairy) for Human Consumption,199410,1994 October,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199410,1994 October,15,Semi-skimmed milk,Million Litres,6.4
AKM02,Milk Sales (Dairy) for Human Consumption,199411,1994 November,1,All Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,199411,1994 November,12,Whole Milk,Million Litres,35.6
AKM02,Milk Sales (Dairy) for Human Consumption,199411,1994 November,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199411,1994 November,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199411,1994 November,15,Semi-skimmed milk,Million Litres,6.2
AKM02,Milk Sales (Dairy) for Human Consumption,199412,1994 December,1,All Milk,Million Litres,45.6
AKM02,Milk Sales (Dairy) for Human Consumption,199412,1994 December,12,Whole Milk,Million Litres,38.1
AKM02,Milk Sales (Dairy) for Human Consumption,199412,1994 December,13,Skimmed and Semi-skimmed milk,Million Litres,7.4
AKM02,Milk Sales (Dairy) for Human Consumption,199412,1994 December,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199412,1994 December,15,Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199501,1995 January,1,All Milk,Million Litres,41.9
AKM02,Milk Sales (Dairy) for Human Consumption,199501,1995 January,12,Whole Milk,Million Litres,35.2
AKM02,Milk Sales (Dairy) for Human Consumption,199501,1995 January,13,Skimmed and Semi-skimmed milk,Million Litres,6.7
AKM02,Milk Sales (Dairy) for Human Consumption,199501,1995 January,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,199501,1995 January,15,Semi-skimmed milk,Million Litres,6.1
AKM02,Milk Sales (Dairy) for Human Consumption,199502,1995 February,1,All Milk,Million Litres,41.4
AKM02,Milk Sales (Dairy) for Human Consumption,199502,1995 February,12,Whole Milk,Million Litres,34.6
AKM02,Milk Sales (Dairy) for Human Consumption,199502,1995 February,13,Skimmed and Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199502,1995 February,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199502,1995 February,15,Semi-skimmed milk,Million Litres,6.1
AKM02,Milk Sales (Dairy) for Human Consumption,199503,1995 March,1,All Milk,Million Litres,46.7
AKM02,Milk Sales (Dairy) for Human Consumption,199503,1995 March,12,Whole Milk,Million Litres,39.1
AKM02,Milk Sales (Dairy) for Human Consumption,199503,1995 March,13,Skimmed and Semi-skimmed milk,Million Litres,7.7
AKM02,Milk Sales (Dairy) for Human Consumption,199503,1995 March,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199503,1995 March,15,Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199504,1995 April,1,All Milk,Million Litres,42.5
AKM02,Milk Sales (Dairy) for Human Consumption,199504,1995 April,12,Whole Milk,Million Litres,35.6
AKM02,Milk Sales (Dairy) for Human Consumption,199504,1995 April,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199504,1995 April,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199504,1995 April,15,Semi-skimmed milk,Million Litres,6.3
AKM02,Milk Sales (Dairy) for Human Consumption,199505,1995 May,1,All Milk,Million Litres,44.3
AKM02,Milk Sales (Dairy) for Human Consumption,199505,1995 May,12,Whole Milk,Million Litres,37.1
AKM02,Milk Sales (Dairy) for Human Consumption,199505,1995 May,13,Skimmed and Semi-skimmed milk,Million Litres,7.2
AKM02,Milk Sales (Dairy) for Human Consumption,199505,1995 May,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199505,1995 May,15,Semi-skimmed milk,Million Litres,6.5
AKM02,Milk Sales (Dairy) for Human Consumption,199506,1995 June,1,All Milk,Million Litres,45.7
AKM02,Milk Sales (Dairy) for Human Consumption,199506,1995 June,12,Whole Milk,Million Litres,38.3
AKM02,Milk Sales (Dairy) for Human Consumption,199506,1995 June,13,Skimmed and Semi-skimmed milk,Million Litres,7.3
AKM02,Milk Sales (Dairy) for Human Consumption,199506,1995 June,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199506,1995 June,15,Semi-skimmed milk,Million Litres,6.6
AKM02,Milk Sales (Dairy) for Human Consumption,199507,1995 July,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,199507,1995 July,12,Whole Milk,Million Litres,36.9
AKM02,Milk Sales (Dairy) for Human Consumption,199507,1995 July,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199507,1995 July,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199507,1995 July,15,Semi-skimmed milk,Million Litres,6.2
AKM02,Milk Sales (Dairy) for Human Consumption,199508,1995 August,1,All Milk,Million Litres,45.3
AKM02,Milk Sales (Dairy) for Human Consumption,199508,1995 August,12,Whole Milk,Million Litres,38.2
AKM02,Milk Sales (Dairy) for Human Consumption,199508,1995 August,13,Skimmed and Semi-skimmed milk,Million Litres,7.1
AKM02,Milk Sales (Dairy) for Human Consumption,199508,1995 August,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199508,1995 August,15,Semi-skimmed milk,Million Litres,6.5
AKM02,Milk Sales (Dairy) for Human Consumption,199509,1995 September,1,All Milk,Million Litres,46.8
AKM02,Milk Sales (Dairy) for Human Consumption,199509,1995 September,12,Whole Milk,Million Litres,39.1
AKM02,Milk Sales (Dairy) for Human Consumption,199509,1995 September,13,Skimmed and Semi-skimmed milk,Million Litres,7.6
AKM02,Milk Sales (Dairy) for Human Consumption,199509,1995 September,14,Skimmed Milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,199509,1995 September,15,Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199510,1995 October,1,All Milk,Million Litres,43.7
AKM02,Milk Sales (Dairy) for Human Consumption,199510,1995 October,12,Whole Milk,Million Litres,36.5
AKM02,Milk Sales (Dairy) for Human Consumption,199510,1995 October,13,Skimmed and Semi-skimmed milk,Million Litres,7.2
AKM02,Milk Sales (Dairy) for Human Consumption,199510,1995 October,14,Skimmed Milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,199510,1995 October,15,Semi-skimmed milk,Million Litres,6.4
AKM02,Milk Sales (Dairy) for Human Consumption,199511,1995 November,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,199511,1995 November,12,Whole Milk,Million Litres,36.4
AKM02,Milk Sales (Dairy) for Human Consumption,199511,1995 November,13,Skimmed and Semi-skimmed milk,Million Litres,7.1
AKM02,Milk Sales (Dairy) for Human Consumption,199511,1995 November,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199511,1995 November,15,Semi-skimmed milk,Million Litres,6.4
AKM02,Milk Sales (Dairy) for Human Consumption,199512,1995 December,1,All Milk,Million Litres,45.6
AKM02,Milk Sales (Dairy) for Human Consumption,199512,1995 December,12,Whole Milk,Million Litres,38.1
AKM02,Milk Sales (Dairy) for Human Consumption,199512,1995 December,13,Skimmed and Semi-skimmed milk,Million Litres,7.5
AKM02,Milk Sales (Dairy) for Human Consumption,199512,1995 December,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199512,1995 December,15,Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199601,1996 January,1,All Milk,Million Litres,42
AKM02,Milk Sales (Dairy) for Human Consumption,199601,1996 January,12,Whole Milk,Million Litres,35.1
AKM02,Milk Sales (Dairy) for Human Consumption,199601,1996 January,13,Skimmed and Semi-skimmed milk,Million Litres,6.9
AKM02,Milk Sales (Dairy) for Human Consumption,199601,1996 January,14,Skimmed Milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,199601,1996 January,15,Semi-skimmed milk,Million Litres,6.2
AKM02,Milk Sales (Dairy) for Human Consumption,199602,1996 February,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,199602,1996 February,12,Whole Milk,Million Litres,35.9
AKM02,Milk Sales (Dairy) for Human Consumption,199602,1996 February,13,Skimmed and Semi-skimmed milk,Million Litres,7.4
AKM02,Milk Sales (Dairy) for Human Consumption,199602,1996 February,14,Skimmed Milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,199602,1996 February,15,Semi-skimmed milk,Million Litres,6.6
AKM02,Milk Sales (Dairy) for Human Consumption,199603,1996 March,1,All Milk,Million Litres,46.5
AKM02,Milk Sales (Dairy) for Human Consumption,199603,1996 March,12,Whole Milk,Million Litres,38.6
AKM02,Milk Sales (Dairy) for Human Consumption,199603,1996 March,13,Skimmed and Semi-skimmed milk,Million Litres,7.9
AKM02,Milk Sales (Dairy) for Human Consumption,199603,1996 March,14,Skimmed Milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,199603,1996 March,15,Semi-skimmed milk,Million Litres,7
AKM02,Milk Sales (Dairy) for Human Consumption,199604,1996 April,1,All Milk,Million Litres,42.7
AKM02,Milk Sales (Dairy) for Human Consumption,199604,1996 April,12,Whole Milk,Million Litres,35.5
AKM02,Milk Sales (Dairy) for Human Consumption,199604,1996 April,13,Skimmed and Semi-skimmed milk,Million Litres,7.3
AKM02,Milk Sales (Dairy) for Human Consumption,199604,1996 April,14,Skimmed Milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,199604,1996 April,15,Semi-skimmed milk,Million Litres,6.5
AKM02,Milk Sales (Dairy) for Human Consumption,199605,1996 May,1,All Milk,Million Litres,45.1
AKM02,Milk Sales (Dairy) for Human Consumption,199605,1996 May,12,Whole Milk,Million Litres,37.5
AKM02,Milk Sales (Dairy) for Human Consumption,199605,1996 May,13,Skimmed and Semi-skimmed milk,Million Litres,7.6
AKM02,Milk Sales (Dairy) for Human Consumption,199605,1996 May,14,Skimmed Milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,199605,1996 May,15,Semi-skimmed milk,Million Litres,6.8
AKM02,Milk Sales (Dairy) for Human Consumption,199606,1996 June,1,All Milk,Million Litres,45
AKM02,Milk Sales (Dairy) for Human Consumption,199606,1996 June,12,Whole Milk,Million Litres,37.5
AKM02,Milk Sales (Dairy) for Human Consumption,199606,1996 June,13,Skimmed and Semi-skimmed milk,Million Litres,7.5
